,COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE_x,FOGLIO,PARTICELLA,SUBALTERNO_x,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE_x,INDIRIZZO_x,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE_x,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA_x,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE_x,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_ANNO_INSTALLAZIONE_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_ANNO_INSTALLAZIONE_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_ANNO_INSTALLAZIONE_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_ANNO_INSTALLAZIONE_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_ANNO_INSTALLAZIONE,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_ANNO_INSTALLAZIONE,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_ANNO_INSTALLAZIONE_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_ANNO_INSTALLAZIONE_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_ANNO_INSTALLAZIONE,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_ANNO_INSTALLAZIONE_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_ANNO_INSTALLAZIONE_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,Limiti amministrativi 2015 delle province di Regione Lombardia,ENTE_PUBBLICO,ATS Regione Lombardia,Limiti amministrativi 2014 delle province di Regione Lombardia,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT,CODICE_IDENTIFICATIVO_PRATICA,DATA_CHIUSURA_PRATICA,INDIRIZZO_y,PROVINCIA,COMUNE_y,SEZIONE_y,SUBALTERNO_y,NOME_CERTIFICATORE,COGNOME_CERTIFICATORE,EDIFICIO_PUBBLICO,DESTINAZIONE_DI_USO,ANNO_COSTRUZIONE_y,MOTIVAZIONE_APE,SUPERFICIE_LORDA,SUPERFICIE_NETTA,VOLUME_LORDO,VOLUME_NETTO,SUPERFICIE_DISPERDENTE_y,SUPERFICIE_VETRATA_OPACA,TRASMITTANZA_MEDIA_INVOLUCRO,TRASMITTANZA_MEDIA_COPERTURA,TRASMITTANZA_MEDIA_BASAMENTO,TRASMITTANZA_MEDIA_SERRAMENTO,CLASSE_ENERGETICA_y,EPH,ETH,ETC,EFER,EMISSIONI_DI_CO2,EPW,EPT,EF_GLOB_MEDIA_RISCALDAMENTO,EF_GLOB_MEDIA_ACQUA_CALDA_SAN,EGHW,TIPOLOGIA_VENTILAZIONE,NUMERO_RICAMBI_ORARI,TIPOLOGIA_PANNELLO_ST,TIPOLOGIA_PANNELLO_FV,SUPERFICIE_CAPTANTE_FV,SUPERFICIE_APERTURA_ST,SUP_PAN_FV_SUP_UTILE,SUP_PAN_ST_SUP_UTILE,TIPOLOGIA_COMBUSTIBILE,TIPOLOGIA_GENERATORE,POTENZA_GENERATORE,surfdiff
23273,1524700005116,25/05/2016,True,False,ZIBIDO SAN GIACOMO,,22,245,9,False,False,E.1(1),True,False,False,1.0,False,False,False,False,False,True,Annuncio commerciale,Lombardia,ZIBIDO SAN GIACOMO,VIA VITTORIO VENETO 7,T,,45.35220105395212,9.129020148603734,"(45.35220105395212, 9.129020148603734)",E,2008,41.14,0.0,49.73,0.0,True,False,False,True,False,False,red,yellow,False,F,170.15,"B (57,82)",,0.0,32.38,0.0,670.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,87.24,1.75,63.59,0.0,0.15,Generatore a combustione,2008.0,,Gas naturale,24.0,,,,,0.44,0.0,144.96,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2008.0,Gas naturale,24.0,0.7,0.0,25.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,4.0,False,8.0,4.0,True,False,GIAN PAOLO BELTRAMI,Diploma di geometra,Collegio dei geometri,1524700007212,06-MAR-12,"VIA VITTORIO VENETO, 7",MI,ZIBIDO SAN GIACOMO,,5,Massimo,Molena,NO,E.1(1),2008,Trasferimento a titolo oneroso,83.03,69.86,240.79,188.63,83.836,0.2904,0.6339,,,2.7415,C,71.7451,49.2738,44.8646,0,14.3324,45.6605,117.4056,0.69,0.46,0.6,Aerazione - Ventilazione naturale,0.3000,,,,,,,Gas naturale,Generatore tradizionale,26.30,0.039018798716185195
23277,1524700005216,26/05/2016,True,False,ZIBIDO SAN GIACOMO,,22,245,9,False,False,E.1(1),True,False,False,1.0,False,False,False,False,False,True,Annuncio commerciale,Lombardia,ZIBIDO SAN GIACOMO,VIA VITTORIO VENETO 7,T,,45.35220105395212,9.129020148603734,"(45.35220105395212, 9.129020148603734)",E,2008,41.14,0.0,161.13,0.0,True,False,False,True,False,False,yellow,green,False,D,88.69,"B (53,25)",,0.0,16.88,0.0,349.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,87.24,0.54,24.2,0.0,0.0,Generatore a combustione,2008.0,,Gas naturale,24.0,,,,,0.38,0.0,63.5,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2008.0,Gas naturale,24.0,0.7,0.0,25.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,4.0,False,8.0,4.0,True,False,GIAN PAOLO BELTRAMI,Diploma di geometra,Collegio dei geometri,1524700007212,06-MAR-12,"VIA VITTORIO VENETO, 7",MI,ZIBIDO SAN GIACOMO,,5,Massimo,Molena,NO,E.1(1),2008,Trasferimento a titolo oneroso,83.03,69.86,240.79,188.63,83.836,0.2904,0.6339,,,2.7415,C,71.7451,49.2738,44.8646,0,14.3324,45.6605,117.4056,0.69,0.46,0.6,Aerazione - Ventilazione naturale,0.3000,,,,,,,Gas naturale,Generatore tradizionale,26.30,0.039018798716185195
23309,10804600015015,03/12/2015,False,True,VEDANO AL LAMBRO,,2,168,0,False,False,E.4(3),True,False,False,1.0,False,False,True,False,False,True,Annuncio commerciale,Lombardia,VEDANO AL LAMBRO,Via Cesare Battisti 155,T-S1,,45.618800115560816,9.274092646629684,"(45.618800115560816, 9.274092646629686)",E,1977-1992,450.9,0.0,2069.42,0.0,True,False,False,True,True,False,red,green,False,E,233.01,"B (108,57)",,0.0,44.34,0.0,10066.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3.0,Impianto climatizzazione - inverno,No,5.0,7.0,196.96,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,514.92,0.25,150.58,0.01,0.0,Generatore a combustione,2006.0,,Gas naturale,106.0,,,,,0.66,0.0,228.55,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2006.0,Gas naturale,106.0,0.73,0.0,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,12.0,False,5.0,12.0,True,False,Marco Agudio,Diploma di laurea in architettura,Ordine degli architetti,1605500009912,11-OTT-12,"VIA DIVISIONE TRIDENTINA, 18",BG,CAROBBIO DEGLI ANGELI,,1|2,Andrea,Cremonesi,NO,E.1(1),prima del 1930,Trasferimento a titolo oneroso,290,218.5,950.5,721,499.98,0.0979,2.074,1.4,1.5,4.1015,G,234.6239,172.273,23.1991,0,46.874,72.6886,307.3125,0.73,0.26,0.62,Aerazione - Ventilazione naturale|Aerazione - Ventilazione naturale,0.5000|0.5000,,,,,,,Gas naturale|Energia elettrica,Generatore ACS|Generatore tradizionale,28.00,0.02901421580051259
23471,1807600006817,03/10/2017,True,False,GROPELLO CAIROLI,,12,188,0,False,False,E.1(1),True,False,False,1.0,False,False,False,True,False,True,Annuncio commerciale,Lombardia,GROPELLO CAIROLI,via isonzo 30,,,45.18027766894251,8.993851166617262,"(45.18027766894251, 8.993851166617262)",E,1930-1945,98.47,0.0,424.67,0.0,True,False,False,True,False,False,yellow,green,False,B,108.12,"B (93,25)",,0.65,20.66,135.21,994.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,Fabbricato - involucro opaco,No,10.0,5.0,108.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,281.66,0.66,75.64,0.01,0.08,Generatore a combustione,2017.0,,Gas naturale,24.0,,,,,0.84,0.58,89.85,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2017.0,Gas naturale,24.0,0.89,0.07,18.27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,7.0,False,6.0,7.0,True,False,Luca Martella,Diploma di laurea in architettura,Ordine degli architetti,1602000004412,07-AGO-12,"VIA UMBERTO I, 7",BG,BARIANO,,701,Antonio,Lanzeni,NO,E.1(1),1970,Trasferimento a titolo oneroso,157.14,132.81,503.0,449.49,284.58,0.0728,1.4769,1.479,1.25,4.5735,G,239.8316,170.9019,7.1696,0,47.913,27.7308,267.5624,0.71,0.65,0.71,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,26.30,0.010367109280692888
23477,10802900007019,21/07/2019,True,False,MACHERIO,,12,188,702,False,False,E.1 (1),True,False,False,1.0,False,False,False,False,False,True,Annuncio commerciale,Lombardia,MACHERIO,Via XXV Aprile 13,,,45.631016306377056,9.247590253751452,"(45.63101630637706, 9.247590253751454)",E,1977-1992,76.76,0.0,320.25,0.0,True,False,False,True,False,False,red,yellow,False,F,251.32,"B (95,67)",,0.0,47.82,0.0,1848.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,Fabbricato - involucro opaco,No,10.0,8.0,219.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,282.93,0.88,172.64,0.03,0.04,Generatore a combustione,2011.0,,Gas naturale,31.7,,,,,0.75,0.0,228.9,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2011.0,Gas naturale,31.7,0.78,0.0,22.42,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,12.0,False,5.0,12.0,True,False,Chiara Polacci,Diploma di laurea in architettura,Ordine degli architetti,1602000004412,07-AGO-12,"VIA UMBERTO I, 7",BG,BARIANO,,701,Antonio,Lanzeni,NO,E.1(1),1970,Trasferimento a titolo oneroso,157.14,132.81,503.0,449.49,284.58,0.0728,1.4769,1.479,1.25,4.5735,G,239.8316,170.9019,7.1696,0,47.913,27.7308,267.5624,0.71,0.65,0.71,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,26.30,0.005831831194995148
23484,1315900005318,15/06/2018,True,False,MOZZATE,,12,188,701,False,False,E.1(1),True,False,False,1.0,False,False,False,False,False,True,Annuncio commerciale,Lombardia,MOZZATE,Via Manzoni 18,,,45.67682991767151,8.955785987330984,"(45.67682991767151, 8.955785987330984)",E,1977-1992,141.28,0.0,696.2,0.0,True,False,False,True,False,False,yellow,green,False,A1,91.54,"A3 (62,9)",,150.64,20.34,6631.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2717.0,0.0,0.0,0.0,0.0,15447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.72,elettricità,511.73,0.74,73.62,0.03,0.01,Pompa di calore,2016.0,,Energia elettrica,11.0,,,,,0.98,132.54,75.34,,,,,,,,,0.0,0.0,0.0,Pompa di calore,2016.0,Energia elettrica,11.0,0.96,18.1,16.2,,,,,,,,Fotovoltaico,,Energia elettrica,4.02,,,,Pompa di calore,2016.0,Energia elettrica,11.0,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,2.0,False,3.0,2.0,True,False,GIUSEPPE ALOISIO,Diploma di laurea in ingegneria,,1902200003116,08-NOV-16,"VIA OLDRAGHI, 2",CR,CASALMORANO,,506,William,Raschiani,NO,E.1(1),1977-1992,Ristrutturazione edilizia sopra il 25%,259.697,206.02,896.091,556.254,510.987,0.0494,0.2196,,0.2643,1.3562,B,46.659,49.831,15.2916,0,9.3202,18.1471,64.8061,1.07,0.9,1.02,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore a condensazione multistadio o modulante,26.00,0.0014519375451898364
23526,9804900001118,22/02/2018,True,False,SAN ROCCO AL PORTO,,27,149,701,False,False,E.1(1),True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,SAN ROCCO AL PORTO,Via Monsignor Mezzadri 51,T - 1°,,45.07952974482999,9.704635854540514,"(45.07952974482999, 9.704635854540514)",E,1946-1960,59.84,0.0,250.61,0.0,True,False,False,True,False,False,red,yellow,False,G,489.38,"B (94,46)",,0.0,93.12,0.0,2805.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3.0,Impianto climatizzazione - inverno,Si,7.0,10.0,451.32,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,240.96,0.96,329.96,0.02,0.31,Impianto simulato per sottodimensionamento,,,Gas naturale,,Generatore di aria calda,1998.0,Gas naturale,6.0,0.72,0.0,461.27,,,,,,,,,0.0,0.0,0.0,Scalda-acqua,1998.0,Gas naturale,21.8,0.68,0.0,28.11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,11.0,False,8.0,11.0,True,False,GIULIO PALLADINI,Diploma di geometra,Collegio dei geometri,1508100072910,15-DIC-10,VIALE EUROPA 50,MI,COLOGNO MONZESE,,2,Francesco,Quattrini,SI,E.1(1),1970,Contratto di locazione,61.97,52.11,233.5,164,236.05,0.0622,1.8115,0.8690000000000001,1.699,6.8608,G,647.4112,442.7081,47.1132,0,129.3424,44.9196,692.3308,0.68,0.5,0.67,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore tradizionale,24.00,0.020376826029216453
23547,9704600018617,12/11/2017,False,True,MANDELLO DEL LARIO,,10,279,0,False,False,E.8,True,False,False,1.0,False,False,False,False,True,True,Annuncio commerciale,Lombardia,MANDELLO DEL LARIO,Via G. Cesare 10,,,45.92069173972465,9.31301103716365,"(45.92069173972466, 9.313011037163648)",E,1961-1976,96.0,0.0,562.5,0.0,True,False,False,False,True,False,red,red,False,G,742.59,"B (150,79)",,34.0,145.8,6944.75,5532.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,435.97,0.78,365.64,1.22,0.26,Generatore a combustione,1995.0,,Gas naturale,35.0,,,,,0.6,2.05,610.04,,,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,1.92,,31.95,132.56,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,10.0,False,5.0,10.0,True,False,Roberta Lecchi,Laurea magistrale in architettura,Ordine degli architetti,1700400000413,22-FEB-13,VIA VILLAGGIO ABELE TRAVERSA II N.4,BS,ALFIANELLO,NCT,3,Chiara,Ghilotti,NO,E.1(1),1977-1992,Trasferimento a titolo oneroso,176.1,143.64,541.57,373.05,448.709,0.036000000000000004,1.4396,1.6105,1.2603,3.1605,G,296.985,229.0984,17.6158,0,59.3315,29.27,326.255,0.77,0.6,0.76,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore a condensazione multistadio o modulante,27.20,0.029219900451865895
23632,1501600000119,07/02/2019,True,False,BELLINZAGO LOMBARDO,,1,431,19,False,False,E.1 (1),True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,BELLINZAGO LOMBARDO,Via Padana Superiore 100,1,,45.544733945371725,9.448016739390269,"(45.544733945371725, 9.44801673939027)",E,1993-2006,64.97,64.97,230.6,230.6,True,True,False,True,False,False,red,red,False,F,182.09,"B (69,55)",,6.04,35.45,835.05,977.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3.0,Impianto climatizzazione - inverno,No,10.0,7.0,136.93,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,68.94,0.3,64.7,0.07,0.39,Generatore a combustione,2006.0,,Gas naturale,23.0,,,,,0.48,0.6,135.73,Pompa di calore,2006.0,Energia elettrica,4.0,,,,,0.81,5.43,22.51,Generatore a combustione,2006.0,Gas naturale,23.0,0.75,0.02,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,4.0,False,8.0,4.0,True,False,Roberto Bozza,Diploma di geometra,Collegio dei geometri,1514000017214,14-APR-14,"VIA TOSCANA, 4",MI,MELEGNANO,,11,Christian,Campari,NO,E.1(1),1977-1992,Ace volontario,57.87,47.59,179.4,128.49,71.67,0.0874,1.409,,,3.2260000000000004,G,213.6409,134.7199,15.8414,0,42.6766,41.3889,255.0298,0.63,0.55,0.62,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante|Generatore ACS,329.00,0.0395996518711924
23653,2000200006717,13/06/2017,True,False,ASOLA,,30,135,0,False,False,E.1(1),True,False,False,1.0,False,False,False,False,False,True,Agibilita',Lombardia,ASOLA,Via Montello 23,S1-T-1,,45.226261798022115,10.415125097808886,"(45.226261798022115, 10.415125097808888)",E,1961-1976,255.05,255.05,779.53,779.53,True,True,True,True,False,False,red,yellow,False,C,157.52,"A1 (92,94)",,155.91,34.89,20179.84,78.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30279.0,,,1.0,Fabbricato - involucro opaco,No,9.0,5.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,708.19,0.91,148.52,0.02,0.4,Generatore a combustione,2016.0,,Gas naturale,20.0,Pompa di calore,2016.0,Energia elettrica,15.0,1.12,142.38,132.79,Pompa di calore,2016.0,Energia elettrica,13.7,,,,,1.36,0.68,2.83,Generatore a combustione,2016.0,Gas naturale,25.0,1.07,10.1,10.51,,,,,,,,Pompa di calore,2016.0,Energia elettrica,15.0,,,,,,,,,,,,,,0.17,,2.74,11.39,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,9.0,False,4.0,9.0,True,False,Andrea Tassellari,Diploma di geometra,Collegio dei geometri,1520900139912,27-LUG-12,"VIALE ERCOLE MARELLI, 19",MI,SESTO SAN GIOVANNI,,45|705|4|1|2,Thomas,Basilico,NO,E.2,1961-1976,Ace volontario,420.034,353.928,1417.754,"1,061.521",739.059,0.11699999999999999,1.2462,,1.6896,4.98,G,65.1153,45.7037,9.3294,0,10.8465,127.411,192.5263,0.7,0.01,0.25,Aerazione - Ventilazione naturale|Aerazione - Ventilazione naturale|Aerazione - Ventilazione naturale|Aerazione - Ventilazione naturale|Aerazione - Ventilazione naturale,0.9500|0.9500|0.9500|0.9500|0.9500,,,,,,,Gas naturale,Generatore ACS|Teleriscaldamento,2500.00,0.04358858498425551
23710,1513000030916,26/07/2016,True,False,MAGENTA,,6,10,3,False,False,E.1(1),True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,MAGENTA,Via Nino Bixio 22,1,,45.47284187585594,8.883262639044208,"(45.472841875855934, 8.883262639044208)",E,1961-1976,54.0,0.0,220.29,0.0,True,False,False,True,False,False,red,yellow,False,G,305.16,"B (76,16)",,0.73,58.16,84.16,1563.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,3.0,Impianto climatizzazione - inverno,No,7.0,10.0,268.57,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,166.18,0.75,194.15,0.01,0.52,Generatore a combustione,2010.0,II8RQ12018616603,Gas naturale,24.0,,,,,0.69,0.68,282.43,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2010.0,Gas naturale,24.0,0.84,0.05,22.73,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,4.0,False,8.0,4.0,True,False,Fabio Maccarini,Diploma di geometra,Collegio dei geometri,1707000003912,13-MAR-12,VIA FAEDE 34/C,BS,ESINE,,35,Luca,Gheza,NO,E.1(1),1993-2006,Trasferimento a titolo oneroso,79.64,67.57,249.27,182.44,160.33,0.0655,0.5903,1.6,,3.2845,G,235.217,168.3497,3.8735,0,46.9936,41.9534,277.1704,0.72,0.5,0.68,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore tradizionale,26.60,0.03520279215308698
